Role,,Company_Type,Industry,,Location_Tier,Experience_Level,Job_Type,,Salary_LPA,Skills_Required,Education_Required
Data Analyst,,MNC,FinTech,,Tier 1,Lead (10+ yrs),Internship,,2.2,"Statistics, Python, Tableau, SQL",M.Tech/M.E.
Cloud Engineer,,PSU/Govt,E-Commerce,,Tier 1,Junior (1-3 yrs),Full-Time,,6.8,"Terraform, AWS, Kubernetes, Azure",B.Com + Certification
Product Manager,,Indian Unicorn,FinTech,,Tier 1,Senior (6-10 yrs),Full-Time,,41.8,"Agile, User Research, JIRA, Product Strategy",B.Tech/B.E.
Backend Developer,,Indian Unicorn,Manufacturing,,Tier 2,Mid (3-6 yrs),Full-Time,,22.7,"Redis, Java, FastAPI",B.Tech/B.E.
UI/UX Designer,,Indian Unicorn,E-Commerce,,Remote,Fresher (0-1 yr),Full-Time,,5.1,"CSS, User Research, Prototyping, Wireframing",M.Tech/M.E.
Data Scientist,,Indian Unicorn,Consulting,,Tier 2,Mid (3-6 yrs),Full-Time,,25.8,"Statistics, Scikit-learn, TensorFlow, Deep Learning, NLP",B.Com + Certification
Node.js Developer,,Startup,Media & Entertainment,,Tier 1,Fresher (0-1 yr),Full-Time,,6.2,"MongoDB, Express.js, JavaScript",MCA
Python Developer,,Startup,Banking & Finance,,Remote,Senior (6-10 yrs),Part-Time,,51.3,"AWS, PostgreSQL, Python, FastAPI",MCA
Android Developer,,Startup,FinTech,,Remote,Fresher (0-1 yr),Part-Time,,6.8,"Jetpack Compose, REST APIs, Kotlin",B.Tech/B.E.
Data Engineer,,Startup,E-Commerce,,Tier 2,Senior (6-10 yrs),Full-Time,,27.9,"Kafka, Python, ETL, SQL",B.Tech/B.E.
Java Developer,,Indian Unicorn,Information Technology,,Tier 2,Junior (1-3 yrs),Full-Time,,15.5,"Hibernate, Maven, Microservices, Java, Spring Boot",M.Tech/M.E.
NLP Engineer,,Startup,Consulting,,Remote,Junior (1-3 yrs),Full-Time,,15.2,"Transformers, Python, SpaCy, LLMs, HuggingFace, BERT",M.Tech/M.E.
NLP Engineer,,Startup,E-Commerce,,Remote,Fresher (0-1 yr),Full-Time,,7.8,"BERT, SpaCy, LLMs, TensorFlow, Python, Transformers",BCA
Full Stack Developer,,MNC,FinTech,,Tier 1,Senior (6-10 yrs),Full-Time,,31.9,"AWS, Python, REST APIs, PostgreSQL, React",B.Tech/B.E.
React Developer,,Indian Unicorn,E-Commerce,,Tier 1,Mid (3-6 yrs),Full-Time,,23,"HTML/CSS, TypeScript, Next.js",B.Sc (CS/IT)
DevOps Engineer,,MNC,HealthTech,,Remote,Senior (6-10 yrs),Full-Time,,30,"Kubernetes, Jenkins, Docker, Linux, Ansible, CI/CD",B.Tech/B.E.
Full Stack Developer,,Indian Unicorn,E-Commerce,,Tier 1,Fresher (0-1 yr),Full-Time,,5.8,"REST APIs, MongoDB, Python, AWS, Node.js",B.Tech/B.E.
Technical Lead,,MNC,Information Technology,,Tier 1,Senior (6-10 yrs),Contract,,28.9,"AWS, Code Review, Agile",B.Sc (CS/IT)
Node.js Developer,,MNC,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,4.6,"Express.js, REST APIs, JavaScript",B.Tech/B.E.
Android Developer,,Indian Unicorn,Information Technology,,Tier 1,Fresher (0-1 yr),Contract,,7.2,"Java, Jetpack Compose, Kotlin, REST APIs",B.Tech/B.E.
Software Engineer,,Indian Unicorn,EdTech,,Remote,Junior (1-3 yrs),Full-Time,,14.1,"System Design, Algorithms, Java",M.Tech/M.E.
Android Developer,,PSU/Govt,Government/PSU,,Remote,Mid (3-6 yrs),Full-Time,,11.1,"Java, REST APIs, Android SDK, Firebase, Kotlin",B.Sc (CS/IT)
Research Scientist,,Startup,Gaming,,Remote,Senior (6-10 yrs),Contract,,34.4,"Deep Learning, PyTorch, NLP",B.Tech/B.E.
Backend Developer,,Indian Unicorn,FinTech,,Tier 1,Lead (10+ yrs),Full-Time,,91.2,"FastAPI, PostgreSQL, Redis, Java, Python",M.Tech/M.E.
Product Manager,,Indian Unicorn,Information Technology,,Tier 2,Mid (3-6 yrs),Full-Time,,31.3,"Agile, User Research, Product Strategy, SQL",MBA
React Developer,,Startup,E-Commerce,,Tier 1,Fresher (0-1 yr),Full-Time,,6.6,"Next.js, React, TypeScript, HTML/CSS, Redux",M.Tech/M.E.
iOS Developer,,MNC,E-Commerce,,Tier 1,Lead (10+ yrs),Contract,,72.3,"Xcode, REST APIs, SwiftUI, Firebase, Swift",M.Tech/M.E.
Machine Learning Engineer,,Startup,EdTech,,Tier 2,Mid (3-6 yrs),Contract,,25,"Scikit-learn, Python, TensorFlow, PyTorch, AWS",BCA
Data Scientist,,Indian Unicorn,FinTech,,Tier 1,Mid (3-6 yrs),Full-Time,,38.3,"Scikit-learn, SQL, Statistics",M.Tech/M.E.
Data Scientist,,MNC,FinTech,,Tier 1,Senior (6-10 yrs),Full-Time,,30.3,"Statistics, TensorFlow, NLP, Python, Scikit-learn, Tableau",B.Tech/B.E.
iOS Developer,,MNC,Logistics,,Tier 1,Junior (1-3 yrs),Part-Time,,9.1,"Swift, Xcode, REST APIs",B.Sc (CS/IT)
DevOps Engineer,,PSU/Govt,E-Commerce,,Remote,Junior (1-3 yrs),Full-Time,,6.2,"AWS, Jenkins, Docker",B.Tech/B.E.
Product Manager,,Indian Unicorn,Information Technology,,Tier 2,Lead (10+ yrs),Full-Time,,60.4,"JIRA, User Research, Agile, SQL, Product Strategy",BCA
NLP Engineer,,Indian Unicorn,Media & Entertainment,,Remote,Mid (3-6 yrs),Full-Time,,23.1,"SpaCy, BERT, HuggingFace, LLMs, Python",B.Tech/B.E.
Cybersecurity Analyst,,MNC,HealthTech,,Tier 2,Junior (1-3 yrs),Full-Time,,10.2,"SIEM, Python, Ethical Hacking",B.Tech/B.E.
Java Developer,,Indian Unicorn,Retail,,Tier 1,Mid (3-6 yrs),Contract,,27.8,"Spring Boot, SQL, REST APIs, Hibernate, Java, Maven",B.Sc (CS/IT)
AI Engineer,,Startup,FinTech,,Tier 1,Fresher (0-1 yr),Full-Time,,7.1,"Vector DBs, LangChain, OpenAI API, LLMs, Python, NLP",B.Tech/B.E.
Python Developer,,Startup,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,9.2,"AWS, Python, Docker, REST APIs, PostgreSQL, Django",B.Tech/B.E.
Android Developer,,MNC,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,5.8,"Jetpack Compose, Android SDK, Kotlin, REST APIs, Firebase",B.Tech/B.E.
Data Analyst,,Indian Unicorn,Information Technology,,Tier 2,Mid (3-6 yrs),Full-Time,,25.7,"Python, Statistics, Data Visualization, Power BI",B.Sc (CS/IT)
Software Engineer,,MNC,E-Commerce,,Tier 1,Junior (1-3 yrs),Full-Time,,9.2,"Python, REST APIs, Algorithms, System Design, C++",B.Tech/B.E.
Cloud Engineer,,Startup,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,6.2,"GCP, Azure, Linux, Kubernetes, AWS, Terraform",BCA
Frontend Developer,,Startup,Information Technology,,Tier 2,Junior (1-3 yrs),Full-Time,,9.9,"Next.js, Tailwind CSS, JavaScript, TypeScript",M.Tech/M.E.
React Developer,,PSU/Govt,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,3.7,"Redux, React, HTML/CSS, TypeScript, Next.js, JavaScript",PhD
Cloud Engineer,,MNC,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,6.2,"Azure, Docker, GCP, Kubernetes",B.Tech/B.E.
Business Analyst,,MNC,FinTech,,Remote,Fresher (0-1 yr),Part-Time,,4.7,"Requirements Gathering, Excel, SQL, Agile",B.Tech/B.E.
Android Developer,,MNC,E-Commerce,,Remote,Mid (3-6 yrs),Contract,,17.7,"Firebase, Kotlin, Android SDK",B.Tech/B.E.
Software Engineer,,PSU/Govt,Information Technology,,Tier 1,Senior (6-10 yrs),Full-Time,,19.7,"Python, Java, C++, Data Structures",MCA
Data Engineer,,Indian Unicorn,E-Commerce,,Tier 1,Lead (10+ yrs),Contract,,77,"Python, Spark, dbt, Kafka, Airflow, AWS",MCA
Computer Vision Engineer,,Startup,EdTech,,Tier 1,Mid (3-6 yrs),Full-Time,,18.3,"TensorFlow, Deep Learning, OpenCV, PyTorch, Python, YOLO",M.Tech/M.E.
QA Engineer,,MNC,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,4.3,"Selenium, Postman, JIRA, API Testing, Python",B.Tech/B.E.
Software Engineer,,MNC,Logistics,,Tier 1,Senior (6-10 yrs),Full-Time,,23.3,"Algorithms, Python, Java, System Design, Data Structures",M.Tech/M.E.
DevOps Engineer,,Startup,HealthTech,,Tier 1,Mid (3-6 yrs),Contract,,22,"Terraform, Linux, Kubernetes, Docker, Ansible",M.Tech/M.E.
Technical Lead,,Startup,HealthTech,,Tier 2,Junior (1-3 yrs),Full-Time,,10.8,"Code Review, Agile, AWS, Team Leadership, System Design",PhD
Software Engineer,,MNC,Gaming,,Tier 1,Fresher (0-1 yr),Full-Time,,4.3,"Java, Data Structures, Python, REST APIs, Algorithms, C++",MBA
React Developer,,Startup,Information Technology,,Tier 2,Junior (1-3 yrs),Internship,,2.6,"Next.js, TypeScript, React",B.Tech/B.E.
Software Engineer,,Startup,FinTech,,Remote,Junior (1-3 yrs),Contract,,11.2,"Algorithms, System Design, Python, REST APIs, Git",M.Tech/M.E.
Data Scientist,,MNC,FinTech,,Tier 1,Mid (3-6 yrs),Full-Time,,18.8,"NLP, Pandas, Machine Learning, Statistics, Scikit-learn, TensorFlow",B.Tech/B.E.
Machine Learning Engineer,,MNC,Banking & Finance,,Remote,Junior (1-3 yrs),Contract,,11.4,"Python, TensorFlow, AWS, MLOps, Scikit-learn, PyTorch",M.Tech/M.E.
Node.js Developer,,Startup,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,6.2,"Express.js, TypeScript, REST APIs, MongoDB, JavaScript",B.Tech/B.E.
Backend Developer,,Startup,E-Commerce,,Tier 1,Fresher (0-1 yr),Full-Time,,4.7,"PostgreSQL, Django, Python",B.Tech/B.E.
Full Stack Developer,,Indian Unicorn,Information Technology,,Remote,Junior (1-3 yrs),Full-Time,,11.3,"Node.js, Python, React",MBA
Business Analyst,,Startup,Media & Entertainment,,Tier 1,Mid (3-6 yrs),Full-Time,,24.2,"Excel, Power BI, SQL",B.Tech/B.E.
Software Engineer,,Startup,Manufacturing,,Remote,Junior (1-3 yrs),Full-Time,,10.9,"System Design, Python, Git, Algorithms, REST APIs",B.Tech/B.E.
Frontend Developer,,Startup,Manufacturing,,Tier 1,Mid (3-6 yrs),Internship,,3.5,"TypeScript, HTML/CSS, Tailwind CSS, Figma, Next.js, React",BCA
Data Scientist,,Startup,Government/PSU,,Remote,Junior (1-3 yrs),Full-Time,,12.7,"Pandas, TensorFlow, Python",MCA
Data Scientist,,PSU/Govt,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,3.8,"TensorFlow, SQL, Python",B.Tech/B.E.
DevOps Engineer,,Startup,Government/PSU,,Remote,Mid (3-6 yrs),Full-Time,,17.4,"Linux, Jenkins, Kubernetes, AWS, Terraform",M.Tech/M.E.
Engineering Manager,,Indian Unicorn,FinTech,,Tier 1,Senior (6-10 yrs),Full-Time,,51.6,"OKRs, Agile, Roadmapping",B.Tech/B.E.
Java Developer,,Startup,Gaming,,Remote,Fresher (0-1 yr),Full-Time,,5.2,"Java, Microservices, Maven, REST APIs, Hibernate, SQL",B.Tech/B.E.
Cloud Engineer,,MNC,Manufacturing,,Tier 2,Mid (3-6 yrs),Full-Time,,13.8,"Docker, Azure, Kubernetes, Terraform, GCP, Linux",B.Tech/B.E.
Data Engineer,,Indian Unicorn,Banking & Finance,,Tier 2,Mid (3-6 yrs),Full-Time,,28.9,"Python, SQL, dbt, Kafka, ETL, Spark",B.Com + Certification
Python Developer,,MNC,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,6.6,"Django, PostgreSQL, FastAPI, Docker",B.Sc (CS/IT)
Power BI Developer,,MNC,Information Technology,,Tier 1,Senior (6-10 yrs),Full-Time,,36.9,"Power BI, Azure, ETL, DAX, SQL",B.Tech/B.E.
Java Developer,,Indian Unicorn,E-Commerce,,Tier 1,Junior (1-3 yrs),Part-Time,,15,"Spring Boot, Hibernate, Java, Microservices",M.Tech/M.E.
Python Developer,,Startup,E-Commerce,,Tier 1,Mid (3-6 yrs),Internship,,3,"Django, Python, REST APIs, Docker, AWS, FastAPI",B.Tech/B.E.
AI Engineer,,MNC,Information Technology,,Tier 1,Junior (1-3 yrs),Internship,,2.7,"OpenAI API, Python, NLP",BCA
Cloud Engineer,,Indian Unicorn,Logistics,,Tier 1,Junior (1-3 yrs),Full-Time,,10.8,"AWS, GCP, Kubernetes, Azure, Linux",M.Tech/M.E.
Data Engineer,,Startup,Government/PSU,,Tier 1,Junior (1-3 yrs),Part-Time,,14.5,"Spark, AWS, Airflow, SQL, ETL, Kafka",MCA
Blockchain Developer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,29.1,"Web3.js, Smart Contracts, Python, Ethereum, Solidity",M.Tech/M.E.
Cloud Engineer,,Startup,EdTech,,Remote,Junior (1-3 yrs),Full-Time,,12.3,"Linux, Terraform, Azure",M.Tech/M.E.
DevOps Engineer,,Startup,Consulting,,Tier 2,Senior (6-10 yrs),Full-Time,,51.8,"Kubernetes, CI/CD, Docker",B.Tech/B.E.
Business Analyst,,Startup,EdTech,,Tier 2,Mid (3-6 yrs),Contract,,21.4,"SQL, Power BI, Requirements Gathering",MBA
Node.js Developer,,Startup,Logistics,,Remote,Mid (3-6 yrs),Full-Time,,18.5,"TypeScript, Express.js, MongoDB, JavaScript",M.Tech/M.E.
DevOps Engineer,,MNC,EdTech,,Tier 1,Fresher (0-1 yr),Full-Time,,5,"Kubernetes, Terraform, Docker, CI/CD, Ansible, Jenkins",B.Sc (CS/IT)
Data Analyst,,PSU/Govt,EdTech,,Remote,Mid (3-6 yrs),Part-Time,,11.5,"SQL, Excel, Data Visualization, Python",B.Tech/B.E.
React Developer,,Startup,E-Commerce,,Tier 2,Junior (1-3 yrs),Full-Time,,8.5,"JavaScript, TypeScript, Redux, React, HTML/CSS",BCA
Technical Lead,,Indian Unicorn,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,25.5,"System Design, AWS, Microservices, Team Leadership, Code Review",B.Tech/B.E.
Data Analyst,,MNC,Gaming,,Remote,Mid (3-6 yrs),Full-Time,,23.6,"Data Visualization, Statistics, SQL, Tableau",B.Tech/B.E.
React Developer,,Indian Unicorn,Media & Entertainment,,Tier 1,Mid (3-6 yrs),Full-Time,,20.5,"Redux, JavaScript, TypeScript, Next.js, HTML/CSS",B.Tech/B.E.
React Developer,,Startup,HealthTech,,Tier 1,Lead (10+ yrs),Full-Time,,72.4,"React, Redux, JavaScript, HTML/CSS, TypeScript",B.Tech/B.E.
DevOps Engineer,,PSU/Govt,Banking & Finance,,Remote,Fresher (0-1 yr),Full-Time,,4.5,"Terraform, Linux, CI/CD, Docker, Jenkins",M.Tech/M.E.
Cybersecurity Analyst,,Startup,Media & Entertainment,,Tier 1,Junior (1-3 yrs),Part-Time,,14.3,"Ethical Hacking, SIEM, Penetration Testing, Python, Network Security",B.Tech/B.E.
Machine Learning Engineer,,MNC,Manufacturing,,Tier 1,Fresher (0-1 yr),Full-Time,,7.7,"Docker, MLOps, Scikit-learn, AWS",BCA
DevOps Engineer,,Indian Unicorn,Manufacturing,,Tier 1,Mid (3-6 yrs),Full-Time,,24.3,"AWS, Jenkins, Terraform, Linux",B.Sc (CS/IT)
Data Analyst,,Indian Unicorn,Information Technology,,Tier 2,Senior (6-10 yrs),Full-Time,,60.7,"Excel, Python, Statistics, Tableau",B.Tech/B.E.
QA Engineer,,MNC,Information Technology,,Tier 1,Mid (3-6 yrs),Contract,,20,"Postman, Manual Testing, JIRA, API Testing",B.Tech/B.E.
iOS Developer,,MNC,FinTech,,Tier 1,Junior (1-3 yrs),Internship,,2.4,"Core Data, Firebase, Swift",M.Tech/M.E.
NLP Engineer,,MNC,Government/PSU,,Remote,Senior (6-10 yrs),Internship,,2.2,"TensorFlow, SpaCy, HuggingFace, Transformers",M.Tech/M.E.
Technical Lead,,MNC,Government/PSU,,Tier 1,Mid (3-6 yrs),Full-Time,,19.7,"Code Review, Agile, Team Leadership, AWS",M.Tech/M.E.
Backend Developer,,Indian Unicorn,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,21.3,"Java, Redis, MongoDB, Django, Node.js",B.Tech/B.E.
Full Stack Developer,,MNC,Banking & Finance,,Tier 1,Junior (1-3 yrs),Contract,,10.3,"REST APIs, PostgreSQL, AWS, Python, React, MongoDB",MCA
Business Analyst,,MNC,Information Technology,,Tier 1,Fresher (0-1 yr),Contract,,5.4,"Excel, Agile, JIRA, Power BI, SQL",B.Sc (CS/IT)
Business Analyst,,Startup,Information Technology,,Tier 2,Lead (10+ yrs),Full-Time,,52.8,"SQL, Agile, JIRA, Requirements Gathering",MBA
Business Analyst,,Startup,Information Technology,,Remote,Senior (6-10 yrs),Part-Time,,39.7,"Power BI, Agile, Requirements Gathering, JIRA, Excel",MBA
Data Analyst,,PSU/Govt,Government/PSU,,Tier 2,Mid (3-6 yrs),Internship,,0.9,"Tableau, Data Visualization, Statistics, SQL, Excel",BCA
UI/UX Designer,,Indian Unicorn,Automobile,,Remote,Mid (3-6 yrs),Full-Time,,24,"Adobe XD, Prototyping, Figma",MCA
QA Engineer,,Indian Unicorn,Consulting,,Remote,Junior (1-3 yrs),Full-Time,,8.7,"Selenium, JIRA, Postman, Manual Testing",MCA
React Developer,,MNC,EdTech,,Tier 1,Mid (3-6 yrs),Contract,,12.8,"Redux, React, Next.js, TypeScript",B.Tech/B.E.
Data Scientist,,PSU/Govt,E-Commerce,,Tier 1,Senior (6-10 yrs),Full-Time,,19.3,"Statistics, Deep Learning, NLP, Machine Learning",BCA
DevOps Engineer,,Startup,Information Technology,,Tier 1,Junior (1-3 yrs),Part-Time,,14.1,"Ansible, AWS, Jenkins",M.Tech/M.E.
Full Stack Developer,,MNC,Manufacturing,,Tier 1,Junior (1-3 yrs),Full-Time,,8.4,"REST APIs, PostgreSQL, Node.js, Python",B.Tech/B.E.
iOS Developer,,PSU/Govt,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,4.1,"REST APIs, Firebase, Core Data, Swift, SwiftUI, Xcode",B.Tech/B.E.
Cloud Engineer,,Indian Unicorn,Retail,,Remote,Junior (1-3 yrs),Internship,,3.4,"Linux, Azure, Terraform, Docker, GCP, Kubernetes",B.Tech/B.E.
DevOps Engineer,,Startup,HealthTech,,Tier 1,Lead (10+ yrs),Full-Time,,57.9,"Terraform, AWS, Kubernetes, Linux, Docker, Ansible",B.Sc (CS/IT)
UI/UX Designer,,Startup,Manufacturing,,Remote,Fresher (0-1 yr),Full-Time,,6.8,"CSS, Prototyping, Wireframing, User Research",B.Tech/B.E.
Business Analyst,,MNC,Banking & Finance,,Remote,Junior (1-3 yrs),Full-Time,,10.8,"Agile, Excel, Requirements Gathering, JIRA, SQL",M.Tech/M.E.
QA Engineer,,MNC,FinTech,,Remote,Fresher (0-1 yr),Part-Time,,4.2,"Manual Testing, Postman, API Testing, Selenium, Python",B.Tech/B.E.
Java Developer,,MNC,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,5,"Maven, SQL, Java, REST APIs, Microservices",B.Tech/B.E.
React Developer,,Indian Unicorn,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,17.2,"JavaScript, React, HTML/CSS, Redux",BCA
Business Analyst,,Indian Unicorn,E-Commerce,,Remote,Junior (1-3 yrs),Full-Time,,12.4,"Power BI, Agile, JIRA, Excel, Requirements Gathering, SQL",B.Tech/B.E.
Computer Vision Engineer,,MNC,HealthTech,,Tier 1,Mid (3-6 yrs),Full-Time,,22.7,"YOLO, Deep Learning, Python",B.Tech/B.E.
Java Developer,,MNC,Government/PSU,,Remote,Mid (3-6 yrs),Full-Time,,14.8,"Spring Boot, Microservices, REST APIs, Maven, SQL, Java",BCA
AI Engineer,,PSU/Govt,E-Commerce,,Tier 1,Junior (1-3 yrs),Full-Time,,7.5,"LangChain, Python, LLMs, Prompt Engineering",MCA
Business Analyst,,MNC,HealthTech,,Tier 1,Junior (1-3 yrs),Contract,,9.2,"Requirements Gathering, SQL, Agile, Power BI",B.Tech/B.E.
Python Developer,,MNC,E-Commerce,,Remote,Fresher (0-1 yr),Full-Time,,6.2,"Django, REST APIs, Docker, FastAPI",MCA
Data Analyst,,MNC,Consulting,,Remote,Junior (1-3 yrs),Full-Time,,13.5,"Tableau, Statistics, Data Visualization, Python",B.Sc (CS/IT)
Software Engineer,,Startup,Information Technology,,Tier 2,Mid (3-6 yrs),Full-Time,,15.3,"Python, REST APIs, C++, System Design",B.Tech/B.E.
Software Engineer,,MNC,E-Commerce,,Remote,Fresher (0-1 yr),Contract,,5.7,"Java, Data Structures, Git, Algorithms, Python, System Design",BCA
Java Developer,,Indian Unicorn,Consulting,,Tier 2,Fresher (0-1 yr),Full-Time,,6.9,"SQL, Maven, Hibernate, Spring Boot, Java, Microservices",MCA
NLP Engineer,,Startup,Information Technology,,Tier 1,Lead (10+ yrs),Full-Time,,70.6,"TensorFlow, SpaCy, Python",B.Tech/B.E.
UI/UX Designer,,MNC,Information Technology,,Tier 2,Junior (1-3 yrs),Contract,,10.9,"Adobe XD, Figma, Prototyping, Wireframing, User Research",B.Tech/B.E.
Business Analyst,,Startup,Manufacturing,,Remote,Lead (10+ yrs),Contract,,78.9,"SQL, Requirements Gathering, Power BI, Agile, JIRA, Excel",B.Tech/B.E.
Software Engineer,,Startup,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,7.3,"REST APIs, Java, System Design",MBA
Software Engineer,,PSU/Govt,Manufacturing,,Tier 1,Fresher (0-1 yr),Full-Time,,4,"Java, C++, Data Structures",B.Tech/B.E.
Data Scientist,,MNC,EdTech,,Remote,Junior (1-3 yrs),Full-Time,,10.6,"Deep Learning, Statistics, Python",MCA
Business Analyst,,Startup,Information Technology,,Remote,Senior (6-10 yrs),Full-Time,,44.3,"Power BI, SQL, Excel, JIRA",M.Tech/M.E.
Research Scientist,,MNC,Consulting,,Tier 1,Lead (10+ yrs),Full-Time,,58.4,"Statistics, NLP, Publications",B.Tech/B.E.
Node.js Developer,,Indian Unicorn,Information Technology,,Tier 1,Senior (6-10 yrs),Contract,,46.1,"MongoDB, Express.js, TypeScript",BCA
Java Developer,,MNC,Banking & Finance,,Remote,Junior (1-3 yrs),Full-Time,,9,"Spring Boot, Maven, SQL, REST APIs, Java, Microservices",B.Tech/B.E.
QA Engineer,,MNC,Banking & Finance,,Remote,Mid (3-6 yrs),Full-Time,,19.1,"Selenium, JIRA, API Testing",B.Tech/B.E.
Power BI Developer,,PSU/Govt,EdTech,,Remote,Mid (3-6 yrs),Full-Time,,10.2,"Data Modeling, Excel, DAX",B.Sc (CS/IT)
Computer Vision Engineer,,Startup,HealthTech,,Remote,Junior (1-3 yrs),Full-Time,,11.1,"Python, PyTorch, TensorFlow, YOLO",B.Tech/B.E.
Product Manager,,Indian Unicorn,Banking & Finance,,Tier 1,Lead (10+ yrs),Full-Time,,87.8,"Agile, SQL, Product Strategy, JIRA",MCA
Data Scientist,,Startup,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,19.2,"Machine Learning, Statistics, Tableau, NLP, Pandas",B.Tech/B.E.
React Developer,,PSU/Govt,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,11.2,"HTML/CSS, Next.js, Redux, React, TypeScript",B.Tech/B.E.
Software Engineer,,Indian Unicorn,EdTech,,Remote,Junior (1-3 yrs),Contract,,11,"Git, System Design, Java",MCA
Data Scientist,,PSU/Govt,EdTech,,Tier 1,Fresher (0-1 yr),Internship,,2.2,"Python, Deep Learning, Pandas",B.Tech/B.E.
MLOps Engineer,,MNC,Government/PSU,,Remote,Fresher (0-1 yr),Full-Time,,4.6,"AWS, Docker, CI/CD, Airflow, Python, Kubernetes",M.Tech/M.E.
Node.js Developer,,Startup,Information Technology,,Tier 2,Lead (10+ yrs),Full-Time,,53.2,"MongoDB, TypeScript, Express.js, Node.js",B.Sc (CS/IT)
iOS Developer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Part-Time,,25.2,"Firebase, Core Data, Xcode",B.Tech/B.E.
Node.js Developer,,PSU/Govt,E-Commerce,,Remote,Lead (10+ yrs),Contract,,22.7,"Node.js, REST APIs, Express.js, TypeScript, MongoDB",MCA
Research Scientist,,Indian Unicorn,E-Commerce,,Remote,Junior (1-3 yrs),Full-Time,,19.5,"NLP, Deep Learning, Statistics",B.Tech/B.E.
Computer Vision Engineer,,Indian Unicorn,Consulting,,Tier 1,Senior (6-10 yrs),Full-Time,,55.1,"Deep Learning, OpenCV, Python",B.Tech/B.E.
Data Scientist,,MNC,Banking & Finance,,Remote,Fresher (0-1 yr),Full-Time,,5.9,"Deep Learning, Tableau, Machine Learning, NLP",B.Tech/B.E.
Frontend Developer,,Indian Unicorn,Media & Entertainment,,Tier 2,Junior (1-3 yrs),Full-Time,,13,"JavaScript, HTML/CSS, TypeScript, Tailwind CSS",BCA
Engineering Manager,,MNC,Banking & Finance,,Tier 1,Fresher (0-1 yr),Full-Time,,6,"Agile, Roadmapping, OKRs, System Design",B.Sc (CS/IT)
Android Developer,,Startup,EdTech,,Tier 1,Fresher (0-1 yr),Full-Time,,6.5,"Firebase, Jetpack Compose, REST APIs, Android SDK",B.Tech/B.E.
QA Engineer,,Indian Unicorn,EdTech,,Remote,Lead (10+ yrs),Internship,,1.4,"API Testing, Postman, Manual Testing, Python, JIRA",M.Tech/M.E.
Node.js Developer,,MNC,Information Technology,,Remote,Fresher (0-1 yr),Internship,,1.1,"MongoDB, REST APIs, TypeScript, JavaScript",MBA
DevOps Engineer,,MNC,Consulting,,Tier 1,Senior (6-10 yrs),Contract,,39.2,"Jenkins, Docker, AWS, Kubernetes, Terraform",B.Tech/B.E.
Java Developer,,Startup,Telecom,,Remote,Mid (3-6 yrs),Contract,,27,"Maven, REST APIs, Microservices, SQL",MCA
Business Analyst,,MNC,Manufacturing,,Tier 2,Mid (3-6 yrs),Full-Time,,21.7,"Requirements Gathering, Excel, Agile",BCA
