Role,Company_Type,Industry,Location_Tier,Job_Type,Salary_LPA,Skills_Required,Education_Required,years_avg,post
Data Scientist,MNC,EdTech,Remote,Full-Time,10.6,"TensorFlow, Machine Learning, Pandas, Deep Learning, NLP",M.Tech/M.E.,2,junior
Software Engineer,Startup,FinTech,Tier 2,Full-Time,11.7,"Data Structures, Algorithms, System Design, Python, Git, C++",B.Sc (CS/IT),2,junior
Power BI Developer,Startup,Logistics,Remote,Full-Time,5.5,"Data Modeling, ETL, Azure, SQL",PhD,0.5,fresher
Frontend Developer,Indian Unicorn,Information Technology,Tier 1,Full-Time,27,"TypeScript, Figma, JavaScript, Next.js",B.Sc (CS/IT),4.5,mid
Software Engineer,Startup,FinTech,Remote,Full-Time,10.6,"C++, Python, Java, System Design",B.Tech/B.E.,2,junior
Full Stack Developer,Startup,Media & Entertainment,Tier 1,Part-Time,30,"Python, React, Node.js, PostgreSQL, MongoDB",B.Tech/B.E.,8,senior
Technical Lead,MNC,Consulting,Tier 1,Full-Time,11.1,"Team Leadership, System Design, Agile, AWS",BCA,2,junior
Engineering Manager,Indian Unicorn,FinTech,Tier 1,Full-Time,13.4,"Hiring, Roadmapping, System Design, Agile, OKRs, People Management",B.Sc (CS/IT),2,junior
AI Engineer,MNC,Manufacturing,Tier 1,Full-Time,20.5,"OpenAI API, LLMs, Prompt Engineering, Vector DBs, Python",B.Sc (CS/IT),4.5,mid
Software Engineer,Indian Unicorn,Banking & Finance,Remote,Full-Time,7.8,"REST APIs, Data Structures, Git, Algorithms, Python",MCA,0.5,fresher
Business Analyst,Startup,FinTech,Tier 1,Contract,58.2,"Excel, Power BI, Requirements Gathering, JIRA, Agile, SQL",B.Tech/B.E.,10,lead
Research Scientist,Indian Unicorn,Banking & Finance,Remote,Full-Time,62,"Deep Learning, Statistics, Publications",B.Sc (CS/IT),10,lead
UI/UX Designer,Startup,Manufacturing,Tier 1,Contract,59.3,"CSS, Adobe XD, Prototyping, Wireframing, User Research",B.Sc (CS/IT),10,lead
Frontend Developer,MNC,Information Technology,Tier 2,Full-Time,12.5,"Next.js, Figma, HTML/CSS",BCA,2,junior
Data Engineer,Startup,Media & Entertainment,Tier 1,Contract,22.1,"dbt, SQL, Spark, Python",B.Sc (CS/IT),4.5,mid
Software Engineer,Indian Unicorn,E-Commerce,Remote,Full-Time,48.6,"Algorithms, Python, C++, Git, Data Structures",BCA,8,senior
NLP Engineer,PSU/Govt,E-Commerce,Tier 1,Full-Time,4.8,"TensorFlow, BERT, LLMs, Transformers, SpaCy, HuggingFace",B.Tech/B.E.,0.5,fresher
Java Developer,Startup,Information Technology,Remote,Full-Time,9.5,"Hibernate, Spring Boot, Java",B.Com + Certification,2,junior
Software Engineer,Startup,Information Technology,Tier 1,Contract,10.7,"Data Structures, C++, Java, Git, Algorithms, Python",B.Tech/B.E.,2,junior
Research Scientist,MNC,Information Technology,Remote,Full-Time,72.1,"Statistics, Python, Deep Learning, Publications, NLP",B.Tech/B.E.,10,lead
React Developer,MNC,FinTech,Remote,Full-Time,14.6,"React, TypeScript, Next.js, HTML/CSS",MCA,4.5,mid
Java Developer,Startup,Information Technology,Remote,Full-Time,18.7,"Spring Boot, SQL, REST APIs",M.Tech/M.E.,4.5,mid
AI Engineer,Indian Unicorn,EdTech,Tier 1,Full-Time,47.4,"OpenAI API, LangChain, Prompt Engineering, Python, NLP",MCA,8,senior
UI/UX Designer,MNC,Information Technology,Remote,Full-Time,5,"Figma, Prototyping, User Research",MCA,0.5,fresher
Power BI Developer,MNC,E-Commerce,Tier 1,Full-Time,13.1,"Data Modeling, Azure, ETL, DAX, Power BI, SQL",B.Com + Certification,2,junior
Data Scientist,PSU/Govt,Information Technology,Tier 1,Full-Time,6.6,"SQL, Statistics, Deep Learning, Python, Machine Learning, TensorFlow",M.Tech/M.E.,2,junior
AI Engineer,MNC,FinTech,Remote,Contract,65.1,"OpenAI API, LLMs, Python, Prompt Engineering",BCA,10,lead
Data Engineer,Indian Unicorn,FinTech,Remote,Internship,2.3,"Airflow, ETL, dbt, AWS",MCA,8,senior
Full Stack Developer,Startup,Gaming,Remote,Full-Time,27.7,"PostgreSQL, Python, AWS, Docker",B.Tech/B.E.,4.5,mid
Software Engineer,Startup,EdTech,Tier 1,Full-Time,16.6,"Git, Data Structures, Python, System Design, C++, Java",B.Tech/B.E.,4.5,mid
Backend Developer,MNC,Manufacturing,Remote,Full-Time,31.2,"Python, FastAPI, Node.js",B.Tech/B.E.,8,senior
Full Stack Developer,PSU/Govt,Media & Entertainment,Remote,Full-Time,18.4,"Docker, React, Node.js, PostgreSQL",M.Tech/M.E.,8,senior
Data Engineer,MNC,Information Technology,Tier 2,Full-Time,35.3,"Python, SQL, Kafka, Airflow",MCA,8,senior
Power BI Developer,Startup,Information Technology,Tier 2,Full-Time,5.6,"SQL, Power BI, Azure, Excel, DAX",MCA,0.5,fresher
Software Engineer,Indian Unicorn,Government/PSU,Tier 2,Full-Time,6.9,"C++, Algorithms, Java, Git, Python",B.Com + Certification,0.5,fresher
Android Developer,Indian Unicorn,Consulting,Remote,Full-Time,42.8,"Java, Kotlin, Jetpack Compose, REST APIs",MBA,8,senior
Backend Developer,MNC,Information Technology,Remote,Full-Time,29.5,"Node.js, Python, Java, Redis, FastAPI, Django",MCA,8,senior
Data Analyst,MNC,FinTech,Remote,Full-Time,15.7,"Tableau, Power BI, Excel",MCA,4.5,mid
Frontend Developer,MNC,Consulting,Remote,Full-Time,17.8,"Tailwind CSS, HTML/CSS, React, Next.js",M.Tech/M.E.,4.5,mid
Backend Developer,MNC,Information Technology,Remote,Full-Time,4.6,"Java, PostgreSQL, Docker",M.Tech/M.E.,0.5,fresher
Android Developer,PSU/Govt,Information Technology,Tier 2,Full-Time,3.7,"Kotlin, Android SDK, Java, REST APIs, Jetpack Compose, Firebase",M.Tech/M.E.,0.5,fresher
Data Analyst,Startup,Consulting,Tier 1,Full-Time,22.3,"Tableau, Python, SQL, Data Visualization, Excel, Power BI",B.Tech/B.E.,4.5,mid
Data Engineer,MNC,E-Commerce,Remote,Full-Time,41.8,"dbt, Kafka, AWS, Spark",B.Tech/B.E.,8,senior
Business Analyst,PSU/Govt,Consulting,Tier 1,Contract,11.6,"JIRA, Power BI, Agile, Requirements Gathering, Excel, SQL",M.Tech/M.E.,4.5,mid
Full Stack Developer,Startup,Information Technology,Tier 1,Full-Time,30.3,"Docker, PostgreSQL, MongoDB, REST APIs, AWS, Python",M.Tech/M.E.,8,senior
Cybersecurity Analyst,MNC,HealthTech,Tier 2,Full-Time,7.4,"Ethical Hacking, Network Security, Python",M.Tech/M.E.,2,junior
Machine Learning Engineer,Indian Unicorn,Banking & Finance,Remote,Contract,108.3,"AWS, Docker, MLOps, Python",B.Sc (CS/IT),10,lead
Cloud Engineer,Indian Unicorn,Information Technology,Tier 1,Internship,1.9,"GCP, Linux, Terraform, Kubernetes, Azure",B.Sc (CS/IT),10,lead
QA Engineer,Startup,Information Technology,Tier 1,Full-Time,4.8,"Python, Selenium, API Testing, Postman, Manual Testing",B.Sc (CS/IT),0.5,fresher
Software Engineer,MNC,Information Technology,Tier 1,Internship,3.1,"Data Structures, Python, C++, REST APIs",MCA,10,lead
Android Developer,Startup,HealthTech,Remote,Full-Time,6.1,"Kotlin, Java, REST APIs",BCA,0.5,fresher
React Developer,Startup,Information Technology,Tier 2,Internship,2.3,"JavaScript, Next.js, HTML/CSS",BCA,0.5,fresher
Frontend Developer,MNC,Manufacturing,Tier 1,Full-Time,16.3,"JavaScript, Next.js, Figma, Tailwind CSS",MCA,4.5,mid
Software Engineer,Startup,Information Technology,Tier 1,Full-Time,7.7,"Python, System Design, Git, C++, Java, Algorithms",B.Tech/B.E.,2,junior
NLP Engineer,MNC,HealthTech,Tier 1,Contract,7.8,"LLMs, TensorFlow, SpaCy, BERT, Transformers",MCA,0.5,fresher
Power BI Developer,Indian Unicorn,Banking & Finance,Tier 1,Full-Time,62.4,"SQL, ETL, Excel, DAX, Power BI, Azure",B.Tech/B.E.,10,lead
Business Analyst,Indian Unicorn,Information Technology,Tier 2,Full-Time,13.6,"SQL, Requirements Gathering, Power BI, Agile, Excel",BCA,2,junior
AI Engineer,Startup,Gaming,Tier 1,Full-Time,7.5,"NLP, Prompt Engineering, OpenAI API, LLMs",B.Tech/B.E.,0.5,fresher
Blockchain Developer,MNC,Information Technology,Tier 1,Full-Time,5.3,"Smart Contracts, Web3.js, Ethereum",MBA,0.5,fresher
Python Developer,Startup,EdTech,Tier 1,Full-Time,5.4,"Django, Docker, Python, FastAPI, PostgreSQL, AWS",MCA,0.5,fresher
Technical Lead,Startup,FinTech,Remote,Full-Time,18.6,"Microservices, System Design, Agile, AWS",BCA,4.5,mid
Java Developer,PSU/Govt,Government/PSU,Remote,Full-Time,25.1,"Hibernate, Maven, Java, Microservices, REST APIs",B.Sc (CS/IT),10,lead
Android Developer,MNC,Information Technology,Remote,Full-Time,6,"REST APIs, Firebase, Jetpack Compose, Java, Kotlin, Android SDK",B.Tech/B.E.,0.5,fresher
Backend Developer,MNC,Government/PSU,Tier 2,Full-Time,22.7,"Redis, Node.js, Docker, Python, PostgreSQL, FastAPI",B.Tech/B.E.,4.5,mid
React Developer,Indian Unicorn,Media & Entertainment,Tier 1,Contract,35.6,"JavaScript, Next.js, Redux, React",MBA,8,senior
Java Developer,MNC,Information Technology,Tier 1,Full-Time,15.2,"REST APIs, Microservices, Hibernate, SQL, Maven",B.Tech/B.E.,4.5,mid
Backend Developer,MNC,EdTech,Tier 1,Contract,22.6,"PostgreSQL, Docker, Python",B.Tech/B.E.,4.5,mid
AI Engineer,PSU/Govt,EdTech,Tier 2,Full-Time,21.8,"RAG, NLP, LLMs, Vector DBs, OpenAI API",B.Sc (CS/IT),8,senior
Software Engineer,Indian Unicorn,HealthTech,Remote,Internship,1.8,"Java, System Design, Algorithms, REST APIs",B.Sc (CS/IT),2,junior
iOS Developer,Indian Unicorn,Banking & Finance,Tier 1,Full-Time,10.8,"Swift, Firebase, SwiftUI, Xcode, REST APIs",B.Tech/B.E.,2,junior
Data Analyst,Startup,Information Technology,Tier 2,Contract,65.1,"Data Visualization, Statistics, Tableau",B.Sc (CS/IT),10,lead
Java Developer,MNC,EdTech,Remote,Full-Time,35.3,"Microservices, SQL, Spring Boot",B.Tech/B.E.,8,senior
React Developer,MNC,FinTech,Remote,Part-Time,5.5,"TypeScript, React, Next.js, Redux",MCA,0.5,fresher
Full Stack Developer,Indian Unicorn,Logistics,Tier 1,Full-Time,23.1,"Docker, REST APIs, MongoDB, PostgreSQL, Python, React",B.Tech/B.E.,4.5,mid
Data Scientist,Startup,EdTech,Tier 1,Full-Time,5,"Scikit-learn, Statistics, TensorFlow",M.Tech/M.E.,0.5,fresher
Product Manager,Startup,FinTech,Tier 2,Contract,21.5,"Roadmapping, A/B Testing, SQL, Product Strategy, Agile",B.Sc (CS/IT),4.5,mid
Data Scientist,MNC,Consulting,Remote,Full-Time,10.1,"TensorFlow, Tableau, Statistics, SQL, Pandas, Deep Learning",MCA,2,junior
AI Engineer,MNC,Information Technology,Tier 1,Internship,2.3,"Python, RAG, LangChain, Vector DBs, Prompt Engineering",B.Tech/B.E.,8,senior
Backend Developer,MNC,Information Technology,Remote,Full-Time,69.1,"PostgreSQL, Docker, Node.js, FastAPI, Python, Redis",MCA,10,lead
Technical Lead,MNC,Banking & Finance,Tier 2,Full-Time,31.2,"Agile, System Design, Team Leadership, Microservices",M.Tech/M.E.,8,senior
Cloud Engineer,Indian Unicorn,Information Technology,Tier 1,Internship,2.8,"Azure, Docker, Linux, Kubernetes",B.Tech/B.E.,4.5,mid
React Developer,Indian Unicorn,Information Technology,Tier 1,Full-Time,10.7,"JavaScript, HTML/CSS, Next.js",B.Tech/B.E.,2,junior
Frontend Developer,Indian Unicorn,Information Technology,Remote,Full-Time,13.6,"Next.js, React, Figma, TypeScript, HTML/CSS",B.Tech/B.E.,2,junior
Node.js Developer,Startup,FinTech,Remote,Full-Time,51.5,"REST APIs, Node.js, Express.js, JavaScript, TypeScript",MBA,8,senior
Data Analyst,Startup,Media & Entertainment,Tier 1,Full-Time,8.8,"Tableau, Data Visualization, SQL, Python, Power BI",B.Tech/B.E.,2,junior
iOS Developer,PSU/Govt,Manufacturing,Tier 2,Full-Time,5.2,"Firebase, Swift, SwiftUI",BCA,2,junior
DevOps Engineer,Startup,Gaming,Tier 2,Full-Time,5.7,"AWS, Ansible, Jenkins, Kubernetes, Linux, Docker",PhD,0.5,fresher
Data Analyst,MNC,Banking & Finance,Tier 1,Internship,1.9,"Excel, Data Visualization, Statistics, SQL, Tableau, Power BI",MBA,4.5,mid
QA Engineer,Startup,EdTech,Tier 1,Full-Time,12.5,"API Testing, Manual Testing, Postman, Python",B.Tech/B.E.,2,junior
Software Engineer,PSU/Govt,Consulting,Tier 1,Full-Time,28.8,"C++, Git, Java, REST APIs, Algorithms, System Design",B.Tech/B.E.,10,lead
Engineering Manager,Indian Unicorn,Information Technology,Tier 2,Internship,1.4,"Hiring, OKRs, Roadmapping",B.Tech/B.E.,10,lead
Python Developer,Indian Unicorn,Information Technology,Tier 2,Full-Time,11.2,"Django, REST APIs, Docker, PostgreSQL",B.Tech/B.E.,2,junior
AI Engineer,Startup,E-Commerce,Tier 2,Full-Time,44.3,"RAG, Vector DBs, LLMs, OpenAI API",M.Tech/M.E.,8,senior
Software Engineer,Startup,EdTech,Remote,Full-Time,6.4,"C++, Data Structures, System Design, Algorithms, Git, Python",MCA,0.5,fresher
Full Stack Developer,Startup,EdTech,Remote,Full-Time,7.5,"React, PostgreSQL, Python",B.Sc (CS/IT),2,junior
Python Developer,Indian Unicorn,Information Technology,Remote,Part-Time,13,"Docker, AWS, PostgreSQL, Python",B.Sc (CS/IT),2,junior
DevOps Engineer,PSU/Govt,Information Technology,Remote,Full-Time,17.7,"Linux, Kubernetes, AWS, CI/CD",B.Tech/B.E.,8,senior
Full Stack Developer,MNC,E-Commerce,Tier 2,Part-Time,18.9,"REST APIs, Python, Node.js",B.Tech/B.E.,4.5,mid
Android Developer,Indian Unicorn,EdTech,Tier 1,Full-Time,62.1,"Android SDK, Jetpack Compose, Kotlin, Java",M.Tech/M.E.,10,lead
Data Scientist,PSU/Govt,Information Technology,Tier 1,Full-Time,14.4,"SQL, Deep Learning, Pandas, TensorFlow, Statistics",MCA,4.5,mid
Research Scientist,Startup,Logistics,Remote,Full-Time,5.6,"Python, Publications, Statistics, PyTorch, NLP",MCA,0.5,fresher
Backend Developer,Indian Unicorn,EdTech,Tier 1,Full-Time,6.4,"Redis, Node.js, PostgreSQL",B.Tech/B.E.,0.5,fresher
AI Engineer,MNC,Manufacturing,Tier 1,Full-Time,46.2,"LLMs, OpenAI API, Prompt Engineering, Python, RAG, NLP",B.Sc (CS/IT),8,senior
UI/UX Designer,MNC,HealthTech,Tier 1,Full-Time,19.9,"Figma, CSS, Adobe XD, User Research",B.Tech/B.E.,4.5,mid
AI Engineer,MNC,FinTech,Tier 1,Full-Time,7.6,"LLMs, NLP, Vector DBs, Python",MCA,2,junior
Data Scientist,MNC,FinTech,Remote,Full-Time,10,"Pandas, Scikit-learn, Statistics, Deep Learning, Machine Learning, TensorFlow",M.Tech/M.E.,2,junior
DevOps Engineer,Indian Unicorn,Banking & Finance,Remote,Full-Time,20.9,"Terraform, Linux, Kubernetes",MCA,4.5,mid
Business Analyst,PSU/Govt,EdTech,Tier 1,Internship,1.4,"Agile, JIRA, Excel",MCA,4.5,mid
Product Manager,Startup,Logistics,Tier 2,Part-Time,9.8,"User Research, JIRA, A/B Testing, Product Strategy, SQL, Roadmapping",MCA,2,junior
Computer Vision Engineer,MNC,Consulting,Remote,Full-Time,8.5,"OpenCV, TensorFlow, YOLO, PyTorch, Python",B.Tech/B.E.,2,junior
Python Developer,MNC,Consulting,Tier 1,Full-Time,9.4,"Docker, AWS, PostgreSQL, FastAPI, REST APIs, Django",B.Tech/B.E.,2,junior
Technical Lead,Startup,EdTech,Tier 1,Full-Time,43,"Microservices, Team Leadership, Agile, Code Review",B.Tech/B.E.,8,senior
Machine Learning Engineer,PSU/Govt,Information Technology,Tier 2,Contract,13.7,"TensorFlow, PyTorch, Scikit-learn, Python, Docker",B.Tech/B.E.,4.5,mid
Machine Learning Engineer,Indian Unicorn,Retail,Remote,Internship,2.7,"Scikit-learn, PyTorch, Docker",M.Tech/M.E.,10,lead
Power BI Developer,MNC,E-Commerce,Remote,Full-Time,7.4,"DAX, Azure, Excel",B.Tech/B.E.,2,junior
iOS Developer,MNC,EdTech,Remote,Full-Time,68.7,"Swift, Firebase, SwiftUI, Core Data",B.Tech/B.E.,10,lead
Backend Developer,MNC,Information Technology,Tier 1,Full-Time,63.5,"MongoDB, Java, FastAPI",B.Tech/B.E.,10,lead
Data Engineer,Startup,EdTech,Tier 1,Full-Time,72.9,"Spark, Airflow, Python, ETL",M.Tech/M.E.,10,lead
Frontend Developer,PSU/Govt,Information Technology,Tier 2,Part-Time,12.7,"Next.js, TypeScript, Tailwind CSS, JavaScript, React, Figma",B.Sc (CS/IT),4.5,mid
Data Analyst,Startup,E-Commerce,Tier 1,Full-Time,26.6,"SQL, Data Visualization, Excel, Python, Power BI",B.Tech/B.E.,4.5,mid
Software Engineer,MNC,Consulting,Tier 2,Full-Time,9.8,"Java, Git, Algorithms, C++, System Design",B.Tech/B.E.,2,junior
React Developer,PSU/Govt,E-Commerce,Tier 1,Full-Time,6.1,"Next.js, HTML/CSS, TypeScript, JavaScript, React",M.Tech/M.E.,2,junior
Technical Lead,Indian Unicorn,EdTech,Tier 2,Full-Time,13.2,"Microservices, System Design, Agile",M.Tech/M.E.,2,junior
Business Analyst,MNC,Media & Entertainment,Tier 1,Full-Time,10.9,"Excel, Agile, Requirements Gathering, Power BI, SQL",M.Tech/M.E.,2,junior
AI Engineer,Startup,Information Technology,Tier 2,Full-Time,51.2,"Python, LangChain, NLP, RAG, LLMs",MCA,8,senior
Java Developer,MNC,E-Commerce,Tier 2,Full-Time,9.7,"REST APIs, Microservices, Hibernate, Java",B.Tech/B.E.,2,junior
Machine Learning Engineer,MNC,Information Technology,Tier 1,Full-Time,16.5,"TensorFlow, Docker, PyTorch, Scikit-learn, Python",B.Com + Certification,4.5,mid
Data Scientist,Startup,Information Technology,Tier 2,Contract,12.3,"Statistics, TensorFlow, Tableau, Deep Learning, Python, Machine Learning",M.Tech/M.E.,2,junior
Data Scientist,MNC,FinTech,Tier 1,Full-Time,26.5,"Scikit-learn, Statistics, NLP, Tableau",B.Tech/B.E.,4.5,mid
DevOps Engineer,Startup,EdTech,Tier 1,Full-Time,40,"Kubernetes, CI/CD, Jenkins",B.Com + Certification,8,senior
Data Analyst,Startup,E-Commerce,Remote,Full-Time,39.2,"Power BI, Statistics, Tableau",MCA,8,senior
Business Analyst,MNC,HealthTech,Tier 2,Contract,16.3,"JIRA, Requirements Gathering, Excel, SQL, Power BI, Agile",B.Tech/B.E.,4.5,mid
Software Engineer,MNC,E-Commerce,Tier 1,Full-Time,9.1,"Git, Java, C++, Data Structures, Python",MCA,2,junior
UI/UX Designer,Indian Unicorn,Banking & Finance,Remote,Contract,15.5,"Adobe XD, Prototyping, Figma, Wireframing, CSS",B.Tech/B.E.,2,junior
Software Engineer,Indian Unicorn,Information Technology,Tier 1,Full-Time,13.5,"System Design, Data Structures, Python, Git, Java, REST APIs",B.Tech/B.E.,2,junior
UI/UX Designer,Indian Unicorn,Government/PSU,Tier 1,Part-Time,51.8,"Figma, Adobe XD, Wireframing, User Research",MCA,8,senior
UI/UX Designer,Startup,Information Technology,Remote,Full-Time,61.4,"Prototyping, User Research, Figma, Wireframing, Adobe XD, CSS",B.Tech/B.E.,10,lead
Research Scientist,MNC,EdTech,Tier 2,Full-Time,40.5,"Publications, Deep Learning, Python",B.Sc (CS/IT),8,senior
Full Stack Developer,PSU/Govt,Information Technology,Remote,Full-Time,10.2,"PostgreSQL, REST APIs, React, Docker, MongoDB, AWS",MCA,4.5,mid
Node.js Developer,Startup,FinTech,Remote,Full-Time,42.4,"JavaScript, Node.js, REST APIs, MongoDB",B.Tech/B.E.,8,senior
Data Scientist,Indian Unicorn,Information Technology,Tier 1,Contract,80,"Python, Scikit-learn, Pandas, NLP, SQL, TensorFlow",B.Tech/B.E.,10,lead
Technical Lead,Startup,Information Technology,Remote,Full-Time,37.6,"Team Leadership, Code Review, Agile, System Design, Microservices",PhD,8,senior
Data Analyst,Startup,Banking & Finance,Remote,Internship,2.3,"SQL, Power BI, Python, Data Visualization, Statistics, Excel",BCA,8,senior
Business Analyst,MNC,Information Technology,Remote,Part-Time,6.3,"Agile, Requirements Gathering, JIRA, Power BI, SQL, Excel",B.Tech/B.E.,0.5,fresher
React Developer,MNC,EdTech,Remote,Contract,43.9,"Next.js, React, TypeScript, JavaScript, HTML/CSS, Redux",B.Sc (CS/IT),10,lead
Software Engineer,PSU/Govt,Information Technology,Tier 2,Full-Time,7.7,"C++, Data Structures, Git, Algorithms, REST APIs",B.Tech/B.E.,2,junior
Data Analyst,Startup,EdTech,Remote,Contract,18.8,"Power BI, Tableau, Python",B.Tech/B.E.,4.5,mid
UI/UX Designer,MNC,Gaming,Tier 1,Full-Time,53.6,"Adobe XD, Figma, Wireframing, CSS, Prototyping, User Research",MCA,10,lead
Technical Lead,PSU/Govt,EdTech,Remote,Full-Time,13.8,"Microservices, System Design, Agile, AWS, Team Leadership",B.Tech/B.E.,8,senior
Data Engineer,MNC,EdTech,Tier 2,Full-Time,8.8,"Spark, dbt, Kafka, AWS, Airflow",BCA,2,junior
React Developer,Startup,Government/PSU,Tier 1,Full-Time,11.1,"Next.js, React, TypeScript, JavaScript",PhD,2,junior
Computer Vision Engineer,Startup,HealthTech,Tier 1,Contract,9.7,"OpenCV, TensorFlow, YOLO, Deep Learning, PyTorch, Python",BCA,2,junior
Product Manager,Indian Unicorn,E-Commerce,Tier 1,Full-Time,12.5,"A/B Testing, Roadmapping, JIRA, Product Strategy, SQL, Agile",PhD,2,junior
Java Developer,MNC,Gaming,Remote,Contract,22.3,"Maven, Hibernate, REST APIs, Spring Boot, SQL, Java",M.Tech/M.E.,4.5,mid
Software Engineer,Indian Unicorn,Government/PSU,Tier 2,Full-Time,6,"Java, Data Structures, Git",MCA,0.5,fresher
Machine Learning Engineer,Indian Unicorn,Information Technology,Remote,Full-Time,32.7,"MLOps, Docker, PyTorch, Kubernetes",BCA,4.5,mid
Product Manager,MNC,EdTech,Remote,Full-Time,17.3,"Product Strategy, JIRA, Roadmapping",MBA,4.5,mid
Business Analyst,Startup,Information Technology,Remote,Contract,41.4,"JIRA, Agile, Requirements Gathering, Power BI, Excel",B.Tech/B.E.,8,senior
Data Analyst,Indian Unicorn,Banking & Finance,Tier 1,Full-Time,62.7,"SQL, Tableau, Data Visualization, Power BI",M.Tech/M.E.,10,lead
Data Scientist,Startup,Information Technology,Remote,Full-Time,38.2,"Machine Learning, Statistics, Python",M.Tech/M.E.,8,senior
React Developer,Startup,FinTech,Tier 2,Full-Time,32.6,"JavaScript, Redux, Next.js",M.Tech/M.E.,8,senior
React Developer,MNC,Manufacturing,Remote,Full-Time,4.1,"JavaScript, Next.js, TypeScript, HTML/CSS, React, Redux",B.Tech/B.E.,0.5,fresher
Python Developer,PSU/Govt,Manufacturing,Tier 1,Part-Time,6.1,"FastAPI, AWS, Docker, Python",B.Tech/B.E.,2,junior
React Developer,MNC,Government/PSU,Tier 1,Part-Time,10.4,"React, Next.js, Redux",BCA,2,junior
Machine Learning Engineer,MNC,E-Commerce,Tier 1,Full-Time,77.7,"TensorFlow, Docker, Python, MLOps, AWS",B.Tech/B.E.,10,lead
Data Scientist,MNC,Information Technology,Tier 1,Contract,44.4,"TensorFlow, Machine Learning, Python",B.Com + Certification,8,senior
Full Stack Developer,Indian Unicorn,E-Commerce,Remote,Full-Time,13.7,"Node.js, REST APIs, PostgreSQL, MongoDB, Python",B.Tech/B.E.,2,junior
